mol1,mol2,label,pair_id,pair_id_clean,combined_text,is_missing_text,feature_index
DAOAF,PDCA,0,DAOAF&PDCA,DAOAF&PDCA,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,905
DAOAF,FOX-7,0,DAOAF&FOX-7,DAOAF&FOX-7,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,906
DAOAF,BQ,0,DAOAF&BQ,DAOAF&BQ,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,False,907
DAOAF,DMI,0,DAOAF&DMI,DAOAF&DMI,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,908
DAOAF,A5,0,DAOAF&A5,DAOAF&A5,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,909
DAOAF,ADNP,0,DAOAF&ADNP,DAOAF&ADNP,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,910
DAOAF,MATNB,0,DAOAF&MATNB,DAOAF&MATNB,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,911
DAOAF,TTNB,0,DAOAF&TTNB,DAOAF&TTNB,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,912
DAOAF,NTO,0,DAOAF&NTO,DAOAF&NTO,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,913
NQ,A4,0,NQ&A4,NQ&A4,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,914
NQ,DNPP,0,NQ&DNPP,NQ&DNPP,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,915
NQ,4-AT,0,NQ&4-AT,NQ&4-AT,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,916
NQ,TNAN,0,NQ&TNAN,NQ&TNAN,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,917
NQ,TNA,0,NQ&TNA,NQ&TNA,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,918
NQ,"4,5-MDNP",0,"NQ&4,5-MDNP","NQ&4,5-MDNP",共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,919
NQ,DNTF,0,NQ&DNTF,NQ&DNTF,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,920
NQ,NAQ,0,NQ&NAQ,NQ&NAQ,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,921
NQ,xylene,0,NQ&xylene,NQ&xylene,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,922
NQ,PNox,0,NQ&PNox,NQ&PNox,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,923
NQ,TNB,0,NQ&TNB,NQ&TNB,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,924
NQ,BL,0,NQ&BL,NQ&BL,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,925
NQ,A8,0,NQ&A8,NQ&A8,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,926
NQ,MNO,0,NQ&MNO,NQ&MNO,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,927
NQ,Nap,0,NQ&Nap,NQ&Nap,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,928
NQ,TNT,0,NQ&TNT,NQ&TNT,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,929
NQ,DAF,0,NQ&DAF,NQ&DAF,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,930
NQ,DNDA,0,NQ&DNDA,NQ&DNDA,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,931
NQ,CPL,0,NQ&CPL,NQ&CPL,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,932
NQ,AT,0,NQ&AT,NQ&AT,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,933
NQ,Pyr,0,NQ&Pyr,NQ&Pyr,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,934
NQ,TCTNB,0,NQ&TCTNB,NQ&TCTNB,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,935
NQ,alpha-ABA_1,0,NQ&alpha-ABA_1,NQ&alpha-ABA_1,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,936
NQ,DO,0,NQ&DO,NQ&DO,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,937
NQ,ATZ,0,NQ&ATZ,NQ&ATZ,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,938
NQ,"3,5-DNP",0,"NQ&3,5-DNP","NQ&3,5-DNP",共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,939
NQ,AZ1,0,NQ&AZ1,NQ&AZ1,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,940
NQ,EDNA,0,NQ&EDNA,NQ&EDNA,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,941
NQ,DANA,0,NQ&DANA,NQ&DANA,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,942
NQ,ATNO2,0,NQ&ATNO2,NQ&ATNO2,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,943
NQ,3-AT,0,NQ&3-AT,NQ&3-AT,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,944
NQ,ANAT,0,NQ&ANAT,NQ&ANAT,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,945
NQ,TNGU,0,NQ&TNGU,NQ&TNGU,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,946
NQ,DNB,0,NQ&DNB,NQ&DNB,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,947
NQ,A7,0,NQ&A7,NQ&A7,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,948
NQ,PDA,0,NQ&PDA,NQ&PDA,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,949
NQ,DAT,0,NQ&DAT,NQ&DAT,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,950
NQ,CE,0,NQ&CE,NQ&CE,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,951
NQ,1-BN,0,NQ&1-BN,NQ&1-BN,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,952
NQ,CIM,0,NQ&CIM,NQ&CIM,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,953
NQ,NMP,0,NQ&NMP,NQ&NMP,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,954
NQ,BTF,0,NQ&BTF,NQ&BTF,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,955
NQ,DMF,0,NQ&DMF,NQ&DMF,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,956
NQ,PETN,0,NQ&PETN,NQ&PETN,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,957
NQ,MAM,0,NQ&MAM,NQ&MAM,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,958
NQ,TITNB,0,NQ&TITNB,NQ&TITNB,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,959
NQ,HMX,0,NQ&HMX,NQ&HMX,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,960
NQ,BTO,0,NQ&BTO,NQ&BTO,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,961
NQ,DNT,0,NQ&DNT,NQ&DNT,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,962
NQ,TZTN,0,NQ&TZTN,NQ&TZTN,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,963
NQ,PA,0,NQ&PA,NQ&PA,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,964
NQ,DMB,0,NQ&DMB,NQ&DMB,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,965
NQ,"4,5-MDNI",0,"NQ&4,5-MDNI","NQ&4,5-MDNI",共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,966
NQ,Per,0,NQ&Per,NQ&Per,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,967
NQ,GTA,0,NQ&GTA,NQ&GTA,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,968
NQ,DNP,0,NQ&DNP,NQ&DNP,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,969
NQ,AA_1,0,NQ&AA_1,NQ&AA_1,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,970
NQ,"2,4-MDNI",0,"NQ&2,4-MDNI","NQ&2,4-MDNI",共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,971
NQ,MDNT,0,NQ&MDNT,NQ&MDNT,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,972
NQ,"1,4-DNI",0,"NQ&1,4-DNI","NQ&1,4-DNI",共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,973
NQ,Py,0,NQ&Py,NQ&Py,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,974
NQ,AZ2,0,NQ&AZ2,NQ&AZ2,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,975
NQ,"2,4-DNI",0,"NQ&2,4-DNI","NQ&2,4-DNI",共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,976
NQ,9-BN,0,NQ&9-BN,NQ&9-BN,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,977
NQ,DADP,0,NQ&DADP,NQ&DADP,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,978
NQ,"3,4-MDNP",0,"NQ&3,4-MDNP","NQ&3,4-MDNP",共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,979
NQ,FA,0,NQ&FA,NQ&FA,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,980
NQ,A3,0,NQ&A3,NQ&A3,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,981
NQ,phenanthrene,0,NQ&phenanthrene,NQ&phenanthrene,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,982
NQ,Ant,0,NQ&Ant,NQ&Ant,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,983
NQ,TBTNB,0,NQ&TBTNB,NQ&TBTNB,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,984
NQ,D-explosive,0,NQ&D-explosive,NQ&D-explosive,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,985
NQ,TNAZ,0,NQ&TNAZ,NQ&TNAZ,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,986
NQ,MTNP,0,NQ&MTNP,NQ&MTNP,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,987
NQ,"3,4-DNP",0,"NQ&3,4-DNP","NQ&3,4-DNP",共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,988
NQ,"Benzene-1,2-diamine",0,"NQ&Benzene-1,2-diamine","NQ&Benzene-1,2-diamine",共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,989
NQ,DNBT,0,NQ&DNBT,NQ&DNBT,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,990
NQ,A12,0,NQ&A12,NQ&A12,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,991
NQ,NN,0,NQ&NN,NQ&NN,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,992
NQ,PDCA,0,NQ&PDCA,NQ&PDCA,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,993
NQ,BQ,0,NQ&BQ,NQ&BQ,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,994
NQ,DMI,0,NQ&DMI,NQ&DMI,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,995
NQ,A5,0,NQ&A5,NQ&A5,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,996
NQ,ADNP,0,NQ&ADNP,NQ&ADNP,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,997
NQ,MATNB,0,NQ&MATNB,NQ&MATNB,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,998
NQ,TTNB,0,NQ&TTNB,NQ&TTNB,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,999
NQ,NTO,0,NQ&NTO,NQ&NTO,共晶形成可能性分析: 数据缺失。需要进一步实验验证。,True,1000
